latitud,longitud,pot,usuario,fecha,test_name,observacion,operador,rssi,marca,imsi,modelo
-17.356659,-66.199807,-82,andres,2021-06-28 10:18:06.763000,Prueba Colcapirhua,En automovil,Viva,11,ZTE CORPORATION,736010912233332,MF193A
-17.356736,-66.199412,-81,andres,2021-06-28 10:17:57.747000,Prueba Colcapirhua,En automovil,Viva,12,ZTE CORPORATION,736010912233332,MF193A
-17.356845,-66.198925,-80,andres,2021-06-28 10:17:48.748000,Prueba Colcapirhua,En automovil,Viva,14,ZTE CORPORATION,736010912233332,MF193A
-17.356959,-66.19849,-70,andres,2021-06-28 10:17:39.740000,Prueba Colcapirhua,En automovil,Viva,16,ZTE CORPORATION,736010912233332,MF193A
-17.357409,-66.198301,-75,andres,2021-06-28 10:17:24.738000,Prueba Colcapirhua,En automovil,Viva,15,ZTE CORPORATION,736010912233332,MF193A
-17.357812,-66.198454,-81,andres,2021-06-28 10:17:15.761000,Prueba Colcapirhua,En automovil,Viva,12,ZTE CORPORATION,736010912233332,MF193A
-17.35854,-66.19868,-77,andres,2021-06-28 10:17:06.729000,Prueba Colcapirhua,En automovil,Viva,17,ZTE CORPORATION,736010912233332,MF193A
-17.359078,-66.198862,-75,andres,2021-06-28 10:16:57.728000,Prueba Colcapirhua,En automovil,Viva,18,ZTE CORPORATION,736010912233332,MF193A
-17.359536,-66.199038,-79,andres,2021-06-28 10:16:46.723000,Prueba Colcapirhua,En automovil,Viva,15,ZTE CORPORATION,736010912233332,MF193A
-17.360199,-66.199256,-79,andres,2021-06-28 10:16:37.715000,Prueba Colcapirhua,En automovil,Viva,17,ZTE CORPORATION,736010912233332,MF193A
-17.360541,-66.198759,-69,andres,2021-06-28 10:16:27.711000,Prueba Colcapirhua,En automovil,Viva,16,ZTE CORPORATION,736010912233332,MF193A
-17.360841,-66.198233,-68,andres,2021-06-28 10:16:18.704000,Prueba Colcapirhua,En automovil,Viva,18,ZTE CORPORATION,736010912233332,MF193A
-17.361138,-66.197661,-71,andres,2021-06-28 10:16:08.700000,Prueba Colcapirhua,En automovil,Viva,19,ZTE CORPORATION,736010912233332,MF193A
-17.361433,-66.197107,-71,andres,2021-06-28 10:15:56.697000,Prueba Colcapirhua,En automovil,Viva,21,ZTE CORPORATION,736010912233332,MF193A
-17.362223,-66.197238,-60,andres,2021-06-28 10:15:42.694000,Prueba Colcapirhua,En automovil,Viva,24,ZTE CORPORATION,736010912233332,MF193A
-17.364151,-66.197917,-68,andres,2021-06-28 10:15:23.692000,Prueba Colcapirhua,En automovil,Viva,20,ZTE CORPORATION,736010912233332,MF193A
-17.365094,-66.198242,-67,andres,2021-06-28 10:15:05.687000,Prueba Colcapirhua,En automovil,Viva,20,ZTE CORPORATION,736010912233332,MF193A
-17.36611,-66.198558,-65,andres,2021-06-28 10:14:54.693000,Prueba Colcapirhua,En automovil,Viva,20,ZTE CORPORATION,736010912233332,MF193A
-17.366801,-66.198751,-68,andres,2021-06-28 10:14:42.708000,Prueba Colcapirhua,En automovil,Viva,17,ZTE CORPORATION,736010912233332,MF193A
-17.366878,-66.198572,-73,andres,2021-06-28 10:14:27.383000,Prueba Colcapirhua,En automovil,Viva,17,ZTE CORPORATION,736010912233332,MF193A
-17.36706,-66.197863,-78,andres,2021-06-28 10:14:09.677000,Prueba Colcapirhua,En automovil,Viva,19,ZTE CORPORATION,736010912233332,MF193A
-17.367292,-66.196647,-69,andres,2021-06-28 10:13:56.675000,Prueba Colcapirhua,En automovil,Viva,21,ZTE CORPORATION,736010912233332,MF193A
-17.367452,-66.196136,-67,andres,2021-06-28 10:13:46.667000,Prueba Colcapirhua,En automovil,Viva,22,ZTE CORPORATION,736010912233332,MF193A
-17.368008,-66.196352,-67,andres,2021-06-28 10:13:32.673000,Prueba Colcapirhua,En automovil,Viva,23,ZTE CORPORATION,736010912233332,MF193A
-17.368652,-66.196554,-66,andres,2021-06-28 10:13:21.665000,Prueba Colcapirhua,En automovil,Viva,20,ZTE CORPORATION,736010912233332,MF193A
-17.368931,-66.19665,-66,andres,2021-06-28 10:13:11.664000,Prueba Colcapirhua,En automovil,Viva,20,ZTE CORPORATION,736010912233332,MF193A
-17.369233,-66.196753,-68,andres,2021-06-28 10:12:59.665000,Prueba Colcapirhua,En automovil,Viva,19,ZTE CORPORATION,736010912233332,MF193A
-17.370198,-66.197091,-75,andres,2021-06-28 10:12:46.654000,Prueba Colcapirhua,En automovil,Viva,19,ZTE CORPORATION,736010912233332,MF193A
-17.370697,-66.197277,-72,andres,2021-06-28 10:12:37.657000,Prueba Colcapirhua,En automovil,Viva,18,ZTE CORPORATION,736010912233332,MF193A
-17.371249,-66.197467,-69,andres,2021-06-28 10:12:28.666000,Prueba Colcapirhua,En automovil,Viva,18,ZTE CORPORATION,736010912233332,MF193A
-17.372029,-66.197786,-76,andres,2021-06-28 10:12:18.652000,Prueba Colcapirhua,En automovil,Viva,18,ZTE CORPORATION,736010912233332,MF193A
-17.372761,-66.198162,-72,andres,2021-06-28 10:12:09.655000,Prueba Colcapirhua,En automovil,Viva,20,ZTE CORPORATION,736010912233332,MF193A
-17.373373,-66.19849,-69,andres,2021-06-28 10:12:00.656000,Prueba Colcapirhua,En automovil,Viva,16,ZTE CORPORATION,736010912233332,MF193A
-17.373812,-66.19874,-70,andres,2021-06-28 10:11:51.651000,Prueba Colcapirhua,En automovil,Viva,19,ZTE CORPORATION,736010912233332,MF193A
-17.374079,-66.198916,-66,andres,2021-06-28 10:11:40.645000,Prueba Colcapirhua,En automovil,Viva,16,ZTE CORPORATION,736010912233332,MF193A
-17.373984,-66.199178,-73,andres,2021-06-28 10:11:31.679000,Prueba Colcapirhua,En automovil,Viva,15,ZTE CORPORATION,736010912233332,MF193A
-17.373626,-66.199912,-77,andres,2021-06-28 10:11:22.647000,Prueba Colcapirhua,En automovil,Viva,16,ZTE CORPORATION,736010912233332,MF193A
-17.373317,-66.200452,-81,andres,2021-06-28 10:11:13.649000,Prueba Colcapirhua,En automovil,Viva,16,ZTE CORPORATION,736010912233332,MF193A
-17.373195,-66.200714,-74,andres,2021-06-28 10:11:04.653000,Prueba Colcapirhua,En automovil,Viva,14,ZTE CORPORATION,736010912233332,MF193A
-17.373045,-66.201049,-80,andres,2021-06-28 10:10:55.647000,Prueba Colcapirhua,En automovil,Viva,17,ZTE CORPORATION,736010912233332,MF193A
-17.372707,-66.201643,-71,andres,2021-06-28 10:10:44.647000,Prueba Colcapirhua,En automovil,Viva,17,ZTE CORPORATION,736010912233332,MF193A
-17.371349,-66.204581,-54,andres,2021-06-28 10:10:08.680000,Prueba Colcapirhua,En automovil,Viva,23,ZTE CORPORATION,736010912233332,MF193A
-17.371005,-66.205337,-57,andres,2021-06-28 10:09:59.666000,Prueba Colcapirhua,En automovil,Viva,24,ZTE CORPORATION,736010912233332,MF193A
-17.370545,-66.206235,-66,andres,2021-06-28 10:09:50.615000,Prueba Colcapirhua,En automovil,Viva,25,ZTE CORPORATION,736010912233332,MF193A
-17.370306,-66.206783,-56,andres,2021-06-28 10:09:38.400000,Prueba Colcapirhua,En automovil,Viva,24,ZTE CORPORATION,736010912233332,MF193A
-17.370105,-66.207184,-61,andres,2021-06-28 10:09:29.406000,Prueba Colcapirhua,En automovil,Viva,26,ZTE CORPORATION,736010912233332,MF193A
-17.370701,-66.207344,-66,andres,2021-06-28 10:09:14.405000,Prueba Colcapirhua,En automovil,Viva,26,ZTE CORPORATION,736010912233332,MF193A
-17.371279,-66.207373,-58,andres,2021-06-28 10:09:01.417000,Prueba Colcapirhua,En automovil,Viva,22,ZTE CORPORATION,736010912233332,MF193A
-17.371806,-66.20737,-64,andres,2021-06-28 10:08:50.421000,Prueba Colcapirhua,En automovil,Viva,21,ZTE CORPORATION,736010912233332,MF193A
-17.372293,-66.207365,-58,andres,2021-06-28 10:08:41.427000,Prueba Colcapirhua,En automovil,Viva,22,ZTE CORPORATION,736010912233332,MF193A
-17.37314,-66.207382,-67,andres,2021-06-28 10:08:27.124000,Prueba Colcapirhua,En automovil,Viva,22,ZTE CORPORATION,736010912233332,MF193A
-17.373915,-66.207387,-64,andres,2021-06-28 10:07:59.450000,Prueba Colcapirhua,En automovil,Viva,20,ZTE CORPORATION,736010912233332,MF193A
-17.374593,-66.207409,-61,andres,2021-06-28 10:07:44.456000,Prueba Colcapirhua,En automovil,Viva,22,ZTE CORPORATION,736010912233332,MF193A
-17.37513,-66.207414,-73,andres,2021-06-28 10:07:33.471000,Prueba Colcapirhua,En automovil,Viva,16,ZTE CORPORATION,736010912233332,MF193A
-17.375545,-66.20741,-73,andres,2021-06-28 10:07:24.467000,Prueba Colcapirhua,En automovil,Viva,16,ZTE CORPORATION,736010912233332,MF193A
-17.376015,-66.207411,-81,andres,2021-06-28 10:07:14.476000,Prueba Colcapirhua,En automovil,Viva,14,ZTE CORPORATION,736010912233332,MF193A
-17.376429,-66.207436,-66,andres,2021-06-28 10:07:04.470000,Prueba Colcapirhua,En automovil,Viva,17,ZTE CORPORATION,736010912233332,MF193A
-17.376886,-66.20744,-73,andres,2021-06-28 10:06:55.484000,Prueba Colcapirhua,En automovil,Viva,12,ZTE CORPORATION,736010912233332,MF193A
-17.377656,-66.207455,-75,andres,2021-06-28 10:06:44.036000,Prueba Colcapirhua,En automovil,Viva,17,ZTE CORPORATION,736010912233332,MF193A
-17.378312,-66.207428,-72,andres,2021-06-28 10:06:27.177000,Prueba Colcapirhua,En automovil,Viva,22,ZTE CORPORATION,736010912233332,MF193A
-17.378675,-66.207424,-66,andres,2021-06-28 10:06:16.501000,Prueba Colcapirhua,En automovil,Viva,20,ZTE CORPORATION,736010912233332,MF193A
-17.379036,-66.207427,-67,andres,2021-06-28 10:06:04.512000,Prueba Colcapirhua,En automovil,Viva,12,ZTE CORPORATION,736010912233332,MF193A
-17.37934,-66.207446,-73,andres,2021-06-28 10:05:53.516000,Prueba Colcapirhua,En automovil,Viva,18,ZTE CORPORATION,736010912233332,MF193A
-17.379671,-66.207458,-69,andres,2021-06-28 10:05:42.522000,Prueba Colcapirhua,En automovil,Viva,18,ZTE CORPORATION,736010912233332,MF193A
-17.3803,-66.207631,-74,andres,2021-06-28 10:05:27.531000,Prueba Colcapirhua,En automovil,Viva,16,ZTE CORPORATION,736010912233332,MF193A
-17.380778,-66.20779,-80,andres,2021-06-28 10:05:17.534000,Prueba Colcapirhua,En automovil,Viva,12,ZTE CORPORATION,736010912233332,MF193A
-17.381349,-66.207964,-78,andres,2021-06-28 10:05:06.550000,Prueba Colcapirhua,En automovil,Viva,15,ZTE CORPORATION,736010912233332,MF193A
-17.381982,-66.208125,-75,andres,2021-06-28 10:04:55.545000,Prueba Colcapirhua,En automovil,Viva,15,ZTE CORPORATION,736010912233332,MF193A
-17.382995,-66.2079,-74,andres,2021-06-28 10:04:44.558000,Prueba Colcapirhua,En automovil,Viva,17,ZTE CORPORATION,736010912233332,MF193A
-17.383897,-66.207898,-71,andres,2021-06-28 10:04:35.558000,Prueba Colcapirhua,En automovil,Viva,17,ZTE CORPORATION,736010912233332,MF193A
-17.384548,-66.207858,-75,andres,2021-06-28 10:04:24.566000,Prueba Colcapirhua,En automovil,Viva,13,ZTE CORPORATION,736010912233332,MF193A
-17.384551,-66.207859,-78,andres,2021-06-28 10:04:15.569000,Prueba Colcapirhua,En automovil,Viva,12,ZTE CORPORATION,736010912233332,MF193A
-17.384565,-66.20786,-78,andres,2021-06-28 10:04:02.575000,Prueba Colcapirhua,En automovil,Viva,14,ZTE CORPORATION,736010912233332,MF193A
-17.384846,-66.207865,-80,andres,2021-06-28 10:03:53.580000,Prueba Colcapirhua,En automovil,Viva,14,ZTE CORPORATION,736010912233332,MF193A
-17.387189,-66.207884,-81,andres,2021-06-28 10:03:42.122000,Prueba Colcapirhua,En automovil,Viva,14,ZTE CORPORATION,736010912233332,MF193A
-17.388684,-66.207909,-64,andres,2021-06-28 10:03:27.268000,Prueba Colcapirhua,En automovil,Viva,22,ZTE CORPORATION,736010912233332,MF193A
-17.389719,-66.207951,-61,andres,2021-06-28 10:03:17.605000,Prueba Colcapirhua,En automovil,Viva,22,ZTE CORPORATION,736010912233332,MF193A
-17.390145,-66.207971,-48,andres,2021-06-28 10:03:03.613000,Prueba Colcapirhua,En automovil,Viva,26,ZTE CORPORATION,736010912233332,MF193A
-17.390612,-66.207991,-72,andres,2021-06-28 10:02:51.629000,Prueba Colcapirhua,En automovil,Viva,20,ZTE CORPORATION,736010912233332,MF193A
-17.391336,-66.20805,-69,andres,2021-06-28 10:02:39.641000,Prueba Colcapirhua,En automovil,Viva,20,ZTE CORPORATION,736010912233332,MF193A
-17.392135,-66.208108,-55,andres,2021-06-28 10:02:28.648000,Prueba Colcapirhua,En automovil,Viva,23,ZTE CORPORATION,736010912233332,MF193A
-17.392283,-66.208304,-65,andres,2021-06-28 10:01:55.685000,Prueba Colcapirhua,En automovil,Viva,22,ZTE CORPORATION,736010912233332,MF193A
-17.392277,-66.208559,-71,andres,2021-06-28 10:01:40.732000,Prueba Colcapirhua,En automovil,Viva,18,ZTE CORPORATION,736010912233332,MF193A
-17.392246,-66.20951,-72,andres,2021-06-28 10:01:27.802000,Prueba Colcapirhua,En automovil,Viva,19,ZTE CORPORATION,736010912233332,MF193A
-17.392174,-66.211265,-74,andres,2021-06-28 10:01:18.808000,Prueba Colcapirhua,En automovil,Viva,13,ZTE CORPORATION,736010912233332,MF193A
-17.392101,-66.213015,-69,andres,2021-06-28 10:01:10.800000,Prueba Colcapirhua,En automovil,Viva,12,ZTE CORPORATION,736010912233332,MF193A
-17.392004,-66.215177,-73,andres,2021-06-28 10:01:00.805000,Prueba Colcapirhua,En automovil,Viva,17,ZTE CORPORATION,736010912233332,MF193A
-17.39187,-66.218282,-70,andres,2021-06-28 10:00:50.343000,Prueba Colcapirhua,En automovil,Viva,14,ZTE CORPORATION,736010912233332,MF193A
-17.391812,-66.219724,-63,andres,2021-06-28 10:00:20.786000,Prueba Colcapirhua,En automovil,Viva,20,ZTE CORPORATION,736010912233332,MF193A
-17.39181,-66.219722,-70,andres,2021-06-28 10:00:11.783000,Prueba Colcapirhua,En automovil,Viva,18,ZTE CORPORATION,736010912233332,MF193A
-17.391803,-66.219732,-73,andres,2021-06-28 10:00:00.781000,Prueba Colcapirhua,En automovil,Viva,15,ZTE CORPORATION,736010912233332,MF193A
-17.39179,-66.219872,-61,andres,2021-06-28 09:59:51.773000,Prueba Colcapirhua,En automovil,Viva,19,ZTE CORPORATION,736010912233332,MF193A
-17.391759,-66.220554,-70,andres,2021-06-28 09:59:42.771000,Prueba Colcapirhua,En automovil,Viva,20,ZTE CORPORATION,736010912233332,MF193A
-17.391696,-66.221744,-63,andres,2021-06-28 09:59:31.762000,Prueba Colcapirhua,En automovil,Viva,26,ZTE CORPORATION,736010912233332,MF193A
-17.391629,-66.223312,-56,andres,2021-06-28 09:59:19.759000,Prueba Colcapirhua,En automovil,Viva,23,ZTE CORPORATION,736010912233332,MF193A
-17.391566,-66.224852,-56,andres,2021-06-28 09:59:08.749000,Prueba Colcapirhua,En automovil,Viva,24,ZTE CORPORATION,736010912233332,MF193A
-17.391502,-66.226287,-52,andres,2021-06-28 09:58:58.742000,Prueba Colcapirhua,En automovil,Viva,28,ZTE CORPORATION,736010912233332,MF193A
-17.391451,-66.227403,-56,andres,2021-06-28 09:58:49.733000,Prueba Colcapirhua,En automovil,Viva,27,ZTE CORPORATION,736010912233332,MF193A
-17.391403,-66.228482,-55,andres,2021-06-28 09:58:40.724000,Prueba Colcapirhua,En automovil,Viva,23,ZTE CORPORATION,736010912233332,MF193A
-17.391363,-66.229532,-62,andres,2021-06-28 09:58:31.709000,Prueba Colcapirhua,En automovil,Viva,22,ZTE CORPORATION,736010912233332,MF193A
-17.391334,-66.230426,-72,andres,2021-06-28 09:58:21.693000,Prueba Colcapirhua,En automovil,Viva,18,ZTE CORPORATION,736010912233332,MF193A
-17.391305,-66.230893,-66,andres,2021-06-28 09:58:12.675000,Prueba Colcapirhua,En automovil,Viva,17,ZTE CORPORATION,736010912233332,MF193A
-17.391281,-66.231358,-74,andres,2021-06-28 09:58:01.717000,Prueba Colcapirhua,En automovil,Viva,13,ZTE CORPORATION,736010912233332,MF193A
-17.391185,-66.233613,-70,andres,2021-06-28 09:57:49.223000,Prueba Colcapirhua,En automovil,Viva,14,ZTE CORPORATION,736010912233332,MF193A
-17.391055,-66.236664,-68,andres,2021-06-28 09:57:24.679000,Prueba Colcapirhua,En automovil,Viva,18,ZTE CORPORATION,736010912233332,MF193A
-17.391011,-66.237775,-70,andres,2021-06-28 09:57:16.674000,Prueba Colcapirhua,En automovil,Viva,18,ZTE CORPORATION,736010912233332,MF193A
-17.391024,-66.238692,-69,andres,2021-06-28 09:57:07.670000,Prueba Colcapirhua,En automovil,Viva,12,ZTE CORPORATION,736010912233332,MF193A
-17.39097,-66.238994,-73,andres,2021-06-28 09:56:58.675000,Prueba Colcapirhua,En automovil,Viva,15,ZTE CORPORATION,736010912233332,MF193A
-17.390967,-66.239004,-78,andres,2021-06-28 09:56:49.683000,Prueba Colcapirhua,En automovil,Viva,15,ZTE CORPORATION,736010912233332,MF193A
-17.390927,-66.239341,-73,andres,2021-06-28 09:56:37.691000,Prueba Colcapirhua,En automovil,Viva,18,ZTE CORPORATION,736010912233332,MF193A
-17.390894,-66.240545,-66,andres,2021-06-28 09:56:27.690000,Prueba Colcapirhua,En automovil,Viva,19,ZTE CORPORATION,736010912233332,MF193A
-17.390885,-66.241897,-74,andres,2021-06-28 09:56:18.702000,Prueba Colcapirhua,En automovil,Viva,15,ZTE CORPORATION,736010912233332,MF193A
-17.390915,-66.243664,-75,andres,2021-06-28 09:56:05.721000,Prueba Colcapirhua,En automovil,Viva,13,ZTE CORPORATION,736010912233332,MF193A
-17.39099,-66.244377,-78,andres,2021-06-28 09:55:56.727000,Prueba Colcapirhua,En automovil,Viva,15,ZTE CORPORATION,736010912233332,MF193A
-17.390726,-66.244556,-75,andres,2021-06-28 09:55:47.720000,Prueba Colcapirhua,En automovil,Viva,12,ZTE CORPORATION,736010912233332,MF193A
-17.390503,-66.244501,-77,andres,2021-06-28 09:55:32.717000,Prueba Colcapirhua,En automovil,Viva,14,ZTE CORPORATION,736010912233332,MF193A
-17.390139,-66.244502,-79,andres,2021-06-28 09:55:21.719000,Prueba Colcapirhua,En automovil,Viva,14,ZTE CORPORATION,736010912233332,MF193A
-17.389316,-66.244366,-78,andres,2021-06-28 09:45:15.625000,Test 1 Colcapirhua,En automovil,Viva,14,ZTE CORPORATION,736010912233332,MF193A
-17.389154,-66.244441,-76,andres,2021-06-28 09:44:58.627000,Test 1 Colcapirhua,En automovil,Viva,14,ZTE CORPORATION,736010912233332,MF193A
-17.38908,-66.244245,-75,andres,2021-06-28 09:44:49.629000,Test 1 Colcapirhua,En automovil,Viva,15,ZTE CORPORATION,736010912233332,MF193A
-17.389049,-66.243714,-67,andres,2021-06-28 09:44:33.627000,Test 1 Colcapirhua,En automovil,Viva,16,ZTE CORPORATION,736010912233332,MF193A
-17.389283,-66.243617,-70,andres,2021-06-28 09:44:24.629000,Test 1 Colcapirhua,En automovil,Viva,17,ZTE CORPORATION,736010912233332,MF193A
-17.389744,-66.243565,-71,andres,2021-06-28 09:44:16.632000,Test 1 Colcapirhua,En automovil,Viva,17,ZTE CORPORATION,736010912233332,MF193A
-17.39021,-66.243547,-75,andres,2021-06-28 09:44:05.632000,Test 1 Colcapirhua,En automovil,Viva,15,ZTE CORPORATION,736010912233332,MF193A
-17.390527,-66.243602,-71,andres,2021-06-28 09:43:57.638000,Test 1 Colcapirhua,En automovil,Viva,18,ZTE CORPORATION,736010912233332,MF193A
-17.390819,-66.243794,-74,andres,2021-06-28 09:43:46.639000,Test 1 Colcapirhua,En automovil,Viva,18,ZTE CORPORATION,736010912233332,MF193A
